category,amt,city_pop,fraud,trans_month,trans_quarter,Cust_age,city_pop_category,avg_amount_by_category,gender_F,gender_M,trans_year_2019,trans_year_2020
3,64.21,11387,0,8,3,42,1,62.032192,1,0,0,1
1,114.97,29211,0,8,3,53,1,117.378253,1,0,0,1
3,115.68,23395,0,11,4,37,1,115.373004,0,1,0,1
0,40.83,1,0,6,2,41,0,57.874418,0,1,1,0
12,37.73,11360,0,7,3,24,1,61.967061,1,0,1,0
13,56.61,55710,0,7,3,23,2,55.479733,0,1,0,1
5,45.15,1,0,2,1,76,0,63.821651,1,0,1,0
12,54.33,8693,0,2,1,43,1,64.949652,1,0,0,1
6,79.27,1,0,1,1,32,0,80.17112,1,0,1,0
12,7.5,7919,0,8,3,58,1,111.317794,0,1,1,0
2,26.55,260774,0,6,2,22,2,52.919145,0,1,1,0
3,222.64,5997,0,11,4,71,1,63.649144,1,0,0,1
10,28.55,1,0,9,3,61,0,63.097131,0,1,1,0
3,26.69,12310,0,2,1,81,1,56.610154,0,1,1,0
11,128.38,16619,0,2,1,48,1,52.629229,0,1,0,1
5,5.47,1583925,0,5,2,23,2,51.991915,0,1,1,0
5,32.29,1,0,12,4,69,0,76.401211,1,0,1,0
6,63.45,1,0,1,1,32,0,62.114846,1,0,0,1
11,46.17,1,0,3,1,23,0,54.516149,1,0,0,1
0,35.26,1,0,1,1,33,0,86.48802,1,0,0,1
10,10.59,56102,0,5,2,42,2,49.437308,1,0,1,0
10,0.01,12078,0,12,4,32,1,53.344248,1,0,0,1
11,98.68,18638,0,9,3,50,1,62.634099,0,1,1,0
13,77.9,1,0,6,2,62,0,117.380098,1,0,0,1
10,24.05,1,0,2,1,90,0,64.21568,1,0,1,0
7,358.92,16506,0,5,2,18,1,54.951894,1,0,0,1
6,69.28,44439,0,7,3,45,1,49.246611,1,0,0,1
5,45.83,3956,0,4,2,46,0,57.873253,0,1,1,0
11,0.01,10673,0,9,3,83,1,49.12799,0,1,1,0
5,105.91,1,0,12,4,57,0,60.533364,1,0,0,1
8,51.36,1209,0,3,1,35,0,61.448817,0,1,0,1
1,0.01,25960,0,4,2,37,1,109.952435,0,1,0,1
4,47.35,43713,0,2,1,32,1,78.00794,0,1,0,1
3,0.01,57436,0,9,3,33,2,79.254667,1,0,0,1
6,36.17,661512,0,6,2,72,2,64.244271,0,1,1,0
7,15.62,14996,0,4,2,32,1,60.503842,0,1,1,0
10,84.64,9440,0,3,1,22,1,63.572287,0,1,0,1
6,0.01,1,0,1,1,66,0,46.354468,1,0,1,0
2,26.33,18282,0,6,2,63,1,54.741332,0,1,0,1
7,24.86,192405,0,9,3,27,2,88.16307,1,0,1,0
0,23.88,1,0,3,1,93,0,78.903643,1,0,1,0
11,16.36,19319,0,1,1,44,1,87.659479,0,1,1,0
10,39.86,1,0,6,2,45,0,62.845229,0,1,0,1
3,22.61,1502,0,9,3,37,0,117.471775,1,0,1,0
3,40.97,1,0,5,2,25,0,48.387085,0,1,1,0
0,0.01,18685,0,4,2,77,1,110.857389,0,1,0,1
5,131.36,1,0,2,1,54,0,115.620604,0,1,1,0
0,55.2,17237,0,9,3,46,1,51.952816,1,0,0,1
13,29.46,3221,0,11,4,29,0,81.121148,1,0,0,1
1,29.27,1,0,10,4,20,0,89.563655,0,1,1,0
9,75.65,1,0,7,3,30,0,59.136149,0,1,0,1
7,9.4,1,0,9,3,84,0,60.813068,0,1,1,0
3,0.01,13378,0,5,2,57,1,60.797658,0,1,1,0
11,68.07,11930,0,1,1,61,1,63.226253,0,1,0,1
1,40.77,1,0,5,2,68,0,56.852675,0,1,1,0
12,47.29,1,0,9,3,69,0,64.355352,1,0,1,0
10,121.09,1,0,8,3,63,0,117.417527,0,1,1,0
8,30.65,21353,0,12,4,46,1,89.824396,1,0,0,1
12,13.01,1,0,12,4,42,0,58.649376,0,1,1,0
5,75.75,25061,0,3,1,49,1,57.765913,1,0,1,0
3,22.28,1,0,1,1,59,0,58.991638,0,1,0,1
2,82.82,1,0,4,2,66,0,48.568448,1,0,1,0
12,94.08,1,0,11,4,51,0,63.505514,1,0,1,0
5,13.74,745379,0,10,4,40,2,64.402402,1,0,1,0
11,62.32,114735,0,2,1,63,2,63.56374,1,0,0,1
4,19.95,105833,0,2,1,69,2,57.782623,0,1,0,1
13,18.38,5192,0,7,3,49,1,63.12449,1,0,0,1
12,87.38,1,0,8,3,60,0,58.377335,0,1,1,0
4,50.75,1,0,12,4,54,0,55.662441,0,1,0,1
6,16.24,19920,0,10,4,38,1,57.4453,0,1,0,1
11,15.48,19368,0,3,1,27,1,59.776591,1,0,0,1
3,0.01,1,0,1,1,24,0,76.858481,1,0,1,0
0,77.48,1,0,8,3,38,0,64.092091,1,0,0,1
4,0.01,31897,0,7,3,52,1,88.415386,1,0,1,0
8,273.5,41325,0,12,4,77,1,116.083927,1,0,0,1
1,41.31,6095,0,7,3,46,1,56.688347,0,1,0,1
4,35.15,1,0,7,3,53,0,79.213045,1,0,1,0
12,151.82,1,0,4,2,21,0,78.790646,1,0,1,0
1,25.66,193442,0,2,1,59,2,54.164619,1,0,0,1
0,24.77,1,0,11,4,43,0,61.68368,1,0,1,0
5,217.39,238021,0,10,4,33,2,116.043271,1,0,0,1
0,39.99,1,0,2,1,52,0,59.375046,1,0,0,1
0,9.8,1,0,9,3,53,0,57.381166,0,1,1,0
2,240.21,1,0,5,2,28,0,115.957926,0,1,0,1
1,30.49,2544,0,6,2,45,0,52.748907,0,1,0,1
11,11.36,1,0,11,4,18,0,112.905927,0,1,1,0
1,28.4,1,0,11,4,48,0,58.147255,0,1,1,0
7,113.24,1,0,3,1,47,0,47.424641,1,0,1,0
9,91.65,1,0,4,2,40,0,57.862851,1,0,1,0
8,766.77,10457,0,10,4,37,1,80.111134,1,0,0,1
9,94.97,8509,0,12,4,61,1,115.75275,1,0,0,1
5,32.65,1,0,1,1,40,0,62.129601,1,0,0,1
12,19.97,1,0,11,4,39,0,57.394635,1,0,1,0
0,131.89,14718,0,6,2,36,1,56.87932,1,0,0,1
1,3.09,1,0,8,3,66,0,52.198588,0,1,0,1
11,1.74,1,0,1,1,18,0,51.400691,0,1,0,1
0,48.6,2312,0,9,3,47,0,63.711427,0,1,1,0
2,94.42,27254,0,9,3,38,1,119.086509,1,0,0,1
2,83.92,1,0,8,3,35,0,116.15647,1,0,0,1
0,85.63,12689,0,10,4,40,1,117.349247,0,1,1,0
1,112.32,1,0,12,4,46,0,48.374259,1,0,0,1
8,10.84,7384,0,11,4,42,1,47.673575,1,0,1,0
9,0.01,24647,0,9,3,47,1,59.079577,1,0,0,1
1,154.33,7552,0,12,4,81,1,82.064441,1,0,0,1
13,34.41,3345,0,9,3,62,0,48.392438,0,1,0,1
1,94.92,1,0,9,3,57,0,47.671346,0,1,0,1
9,68.32,276473,0,7,3,40,2,53.690333,1,0,1,0
11,70.22,1,0,10,4,45,0,49.437764,1,0,0,1
7,82.72,260220,0,1,1,54,2,50.132619,0,1,1,0
6,223.75,111761,0,7,3,36,2,116.21377,0,1,0,1
1,0.01,5383,0,6,2,46,1,87.074894,0,1,1,0
3,45.9,1,0,11,4,46,0,63.965369,1,0,1,0
11,45.68,1,0,1,1,26,0,55.220029,0,1,0,1
4,4.06,7806,0,8,3,20,1,63.037621,0,1,1,0
0,13.32,6688,0,3,1,47,1,81.45622,0,1,0,1
10,22.14,10667,0,11,4,48,1,49.850399,1,0,0,1
9,60.48,3730,0,11,4,23,0,80.728557,0,1,1,0
0,46.16,18937,0,3,1,30,1,63.306903,1,0,1,0
0,337.99,6673,0,11,4,24,1,80.039308,1,0,0,1
1,9.21,6255,0,6,2,43,1,80.266176,0,1,0,1
0,68.68,8973,0,12,4,55,1,59.410196,0,1,1,0
8,60.83,20917,0,9,3,81,1,63.117393,1,0,0,1
1,65.26,1,0,1,1,22,0,63.357271,1,0,0,1
8,13.18,493484,0,3,1,59,2,109.698325,1,0,1,0
